hora,temp,press,ventvel,rad,chuva,act
0.391304,0.752212,0.671429,0.605263,0.749659,0,0.504068
0.434783,0.778761,0.542857,0.631579,0.819045,0,0.455248
0.478261,0.849558,0.4,0.605263,0.838608,0,0.419447
0.521739,0.893805,0.271429,0.605263,0.797649,0,0.37917
0.565217,0.876106,0.242857,0.657895,0.617611,0,0.342962
0.608696,0.814159,0.257143,0.236842,0.319281,0,0.165175
0.652174,0.699115,0.285714,0.157895,0.090917,0,0.111066
0.695652,0.566372,0.371429,0.342105,0.00293,0,0.191619
0.73913,0.504425,0.485714,0.289474,0.000009,0,0.12083
0.782609,0.460177,0.628571,0.263158,0.000006,0,0.026444
0.826087,0.39823,0.714286,0.131579,0.000018,0,0
0.869565,0.362832,0.757143,0.131579,0,0,0
0.913043,0.327434,0.771429,0.184211,0,0,0.010985
0.956522,0.292035,0.642857,0.052632,0,0,0.004068
1,0.283186,0.557143,0.052632,0,0,0.006916
0,0.256637,0.442857,0,0,0,0.022783
0.043478,0.247788,0.342857,0.052632,0,0,0.071196
0.086957,0.256637,0.371429,0,0.000003,0,0.101709
0.130435,0.238938,0.385714,0,0.000024,0,0.16843
0.173913,0.265487,0.457143,0,0.015598,0,0.342962
0.217391,0.39823,0.571429,0.210526,0.100026,0,0.657445
0.26087,0.415929,0.671429,0.315789,0.167823,0,0.901546
0.304348,0.433628,0.728571,0.473684,0.207101,0,0.939788
0.347826,0.59292,0.728571,0.552632,0.418928,0,0.921481
0.391304,0.725664,0.671429,0.657895,0.698919,0,0.66192
0.434783,0.769912,0.528571,0.973684,0.928474,0,0.534174
0.478261,0.831858,0.385714,0.605263,0.863673,0,0.510171
0.521739,0.867257,0.214286,0.5,0.727346,0,0.364524
0.565217,0.814159,0.157143,0.394737,0.531413,0,0.371847
0.608696,0.778761,0.114286,0.289474,0.344345,0,0.18511
0.652174,0.681416,0.185714,0.236842,0.095227,0,0.148902
0.695652,0.539823,0.228571,0.026316,0.002577,0,0.211147
0.73913,0.469027,0.371429,0.447368,0,0,0.121644
0.782609,0.415929,0.514286,0.263158,0,0,0.006103
0.826087,0.389381,0.614286,0.263158,0.00007,0,0.001627
0.869565,0.336283,0.614286,0.184211,0.000107,0,0.006103
0.913043,0.292035,0.585714,0.131579,0.000006,0,0.013832
0.956522,0.283186,0.5,0,0.000018,0,0.019935
1,0.300885,0.414286,0,0.000079,0,0.077299
0,0.300885,0.342857,0.131579,0.00015,0,0.076892
0.043478,0.256637,0.328571,0,0.000003,0,0.053295
0.086957,0.221239,0.357143,0,0,0,0.123271
0.130435,0.159292,0.371429,0,0,0,0.158259
0.173913,0.19469,0.457143,0,0.013547,0,0.385273
0.217391,0.336283,0.557143,0.236842,0.057844,0,0.600081
0.26087,0.442478,0.642857,0.342105,0.127781,0,0.715216
0.304348,0.566372,0.657143,0.605263,0.275723,0,0.620423
0.347826,0.610619,0.7,0.710526,0.638397,0,0.75712
0.391304,0.725664,0.614286,0.605263,0.906466,0,0.715216
0.434783,0.743363,0.442857,0.578947,0.925417,0,0.537022
0.478261,0.858407,0.328571,0.447368,0.854808,0,0.495118
0.521739,0.831858,0.228571,0.342105,0.717564,0,0.491863
0.565217,0.823009,0.185714,0.605263,0.603856,0,0.456876
0.608696,0.787611,0.171429,0.552632,0.378886,0,0.263629
0.652174,0.681416,0.185714,0.210526,0.098009,0,0.146867
0.695652,0.522124,0.228571,0,0.003221,0,0.238405
0.73913,0.513274,0.3,0.210526,0,0,0.166802
0.782609,0.469027,0.385714,0.368421,0,0,0.015053
0.826087,0.415929,0.528571,0.236842,0,0,0.001627
0.869565,0.362832,0.571429,0.184211,0,0,0.013426
0.913043,0.336283,0.571429,0.131579,0,0,0.030106
0.956522,0.300885,0.471429,0,0,0,0.021562
1,0.283186,0.385714,0.026316,0,0,0.031733
0,0.265487,0.328571,0.026316,0,0,0.041497
0.043478,0.238938,0.3,0,0,0,0.06428
0.086957,0.212389,0.285714,0.026316,0,0,0.078519
0.130435,0.20354,0.285714,0.052632,0,0,0.115541
0.173913,0.20354,0.371429,0.105263,0.016485,0,0.245728
0.217391,0.283186,0.542857,0.078947,0.09373,0,0.522376
0.26087,0.451327,0.571429,0.105263,0.19732,0,0.649308
0.304348,0.557522,0.642857,0.236842,0.31225,0,0.565094
0.347826,0.610619,0.685714,0.631579,0.64237,0,0.60537
0.391304,0.743363,0.585714,0.342105,0.880179,0,0.47681
0.434783,0.769912,0.442857,0.210526,0.833106,0,0.502441
0.478261,0.778761,0.371429,0.815789,0.631061,0,0.460944
0.521739,0.79646,0.285714,0.605263,0.69739,0,0.419854
0.565217,0.769912,0.228571,0.157895,0.397531,0,0.355574
0.608696,0.646018,0.228571,0.394737,0.26368,0,0.268511
0.652174,0.557522,0.285714,0.263158,0.100301,0,0.191212
0.695652,0.477876,0.285714,0.236842,0.005187,0,0.209927
0.73913,0.40708,0.371429,0.078947,0,0,0.167209
0.782609,0.353982,0.5,0.131579,0,0,0.025631
0.826087,0.345133,0.571429,0.184211,0.000006,0,0
0.869565,0.300885,0.557143,0.131579,0.000098,0,0.002848
0.913043,0.274336,0.557143,0,0,0,0.005696
0.956522,0.238938,0.514286,0,0,0,0.014239
1,0.212389,0.442857,0.026316,0,0,0.021562
0,0.185841,0.342857,0.105263,0,0,0.030106
0.043478,0.168142,0.314286,0.131579,0,0,0.017087
0.086957,0.185841,0.314286,0.105263,0,0,0.026444
0.130435,0.176991,0.385714,0.052632,0,0,0.047193
0.173913,0.19469,0.485714,0.052632,0.014987,0,0.115948
0.217391,0.309735,0.585714,0.236842,0.060106,0,0.363303
0.26087,0.557522,0.657143,0.236842,0.114393,0,0.492677
0.304348,0.619469,0.714286,0.263158,0.247449,0,0.533767
0.347826,0.761062,0.7,0.263158,0.543334,0,0.563873
0.391304,0.79646,0.642857,0.368421,0.608747,0,0.433279
0.434783,0.778761,0.528571,0.552632,0.836468,0,0.42026
0.478261,0.823009,0.428571,0.342105,0.768916,0,0.335639
0.521739,0.769912,0.357143,0.473684,0.428404,0,0.363303
0.565217,0.530973,0.3,0.526316,0.211014,0,0.283564
0.608696,0.433628,0.285714,0.5,0.06353,0,0.25712
0.652174,0.300885,0.385714,0.473684,0.039688,0,0.17738
0.695652,0.176991,0.457143,0.184211,0.001799,0.065789,0.195688
0.73913,0.185841,0.557143,0.157895,0.000575,0.098684,0.052075
0.782609,0.19469,0.642857,0.052632,0.000361,0,0.006103
0.826087,0.212389,0.771429,0,0.000245,0,0.010985
0.869565,0.230088,0.814286,0.026316,0.000214,0,0.008544
0.913043,0.19469,0.742857,0.052632,0.000046,0,0.047193
0.956522,0.150442,0.657143,0,0,0,0.043531
1,0.132743,0.571429,0,0.000003,0,0.05533
0,0.115044,0.514286,0,0,0,0.069162
0.043478,0.097345,0.5,0,0.000015,0,0.067941
0.086957,0.097345,0.557143,0,0.000018,0,0.031733
0.130435,0.079646,0.628571,0,0.000012,0,0.086656
0.173913,0.097345,0.657143,0,0.013914,0,0.150936
0.217391,0.265487,0.757143,0.236842,0.051272,0,0.379984
0.26087,0.486726,0.842857,0.342105,0.085477,0,0.554109
0.304348,0.619469,0.857143,0.315789,0.185399,0,0.507323
0.347826,0.761062,0.842857,0.289474,0.635951,0,0.587063
0.391304,0.769912,0.785714,0.368421,0.640536,0,0.522376
0.434783,0.778761,0.642857,0.184211,0.634423,0,0.379984
0.478261,0.79646,0.5,0.342105,0.572373,0,0.310822
0.521739,0.637168,0.414286,0.526316,0.140588,0,0.32262
0.565217,0.59292,0.3,0.263158,0.090367,0,0.318959
0.608696,0.336283,0.314286,0.184211,0.084132,0.078947,0.267697
0.652174,0.415929,0.3,0.368421,0.028937,0.006579,0.195281
0.695652,0.415929,0.371429,0.552632,0.005621,0,0.159072
0.73913,0.39823,0.528571,0.236842,0.000987,0,0.074858
0.782609,0.212389,0.628571,0,0.000055,0.072368,0.048007
0.826087,0.221239,0.642857,0.026316,0.000076,0,0.028072
0.869565,0.20354,0.7,0.078947,0.000009,0,0.010578
0.913043,0.176991,0.657143,0.026316,0,0,0.043124
0.956522,0.141593,0.585714,0,0,0,0.052482
1,0.123894,0.485714,0,0,0,0.050448
0,0.115044,0.385714,0,0,0,0.070789
0.043478,0.106195,0.342857,0,0.000003,0,0.04109
0.086957,0.097345,0.342857,0.052632,0,0,0.047193
0.130435,0.061947,0.428571,0,0,0,0.098047
0.173913,0.088496,0.514286,0,0.013223,0,0.234337
0.217391,0.265487,0.6,0.131579,0.050967,0,0.377136
0.26087,0.415929,0.671429,0.263158,0.078721,0,0.506103
0.304348,0.610619,0.671429,0.289474,0.179224,0,0.584215
0.347826,0.778761,0.614286,0.157895,0.829438,0,0.579333
0.391304,0.769912,0.485714,0.421053,0.896073,0,0.466233
0.434783,0.929204,0.342857,0.210526,0.984105,0,0.403173
0.478261,0.911504,0.214286,0.184211,0.84625,0,0.348657
0.521739,0.778761,0.114286,0.289474,0.485869,0,0.348657
0.565217,0.707965,0.1,0.368421,0.368187,0,0.331164
0.608696,0.672566,0.114286,0.131579,0.161801,0,0.14524
0.652174,0.619469,0.185714,0.184211,0.045098,0,0.121644
0.695652,0.504425,0.285714,0.210526,0.004646,0,0.223352
0.73913,0.486726,0.371429,0.184211,0.000003,0,0.074451
0.782609,0.380531,0.471429,0.131579,0,0,0.027258
0.826087,0.300885,0.557143,0.105263,0.000018,0,0.030919
0.869565,0.238938,0.585714,0.078947,0,0,0.050854
0.913043,0.19469,0.528571,0.131579,0,0,0.060618
0.956522,0.159292,0.442857,0.026316,0,0,0.082994
1,0.141593,0.371429,0,0,0,0.109032
0,0.123894,0.3,0.052632,0,0,0.085028
0.043478,0.106195,0.271429,0,0,0,0.085028
0.086957,0.088496,0.3,0.026316,0,0,0.05655
0.130435,0.088496,0.314286,0,0,0,0.090724
0.173913,0.132743,0.342857,0.026316,0.013156,0,0.193653
0.217391,0.283186,0.471429,0.131579,0.057172,0,0.3393
0.26087,0.513274,0.571429,0.236842,0.087525,0,0.582587
0.304348,0.637168,0.557143,0.289474,0.170421,0,0.577299
0.347826,0.734513,0.5,0.289474,0.793064,0,0.666802
0.391304,0.79646,0.414286,0.236842,0.883541,0,0.548413
0.434783,0.769912,0.257143,0.394737,0.872843,0,0.480879
0.478261,0.787611,0.157143,0.473684,0.518881,0,0.383645
0.521739,0.743363,0.1,0.657895,0.421679,0,0.303906
0.565217,0.60177,0.1,0.526316,0.351681,0,0.423515
0.608696,0.477876,0.171429,0.263158,0.153151,0.105263,0.25834
0.652174,0.433628,0.2,0.473684,0.096939,0,0.174532
0.695652,0.389381,0.314286,0.421053,0.003628,0,0.08096
0.73913,0.353982,0.428571,0.342105,0.000015,0,0.061839
0.782609,0.336283,0.5,0.236842,0.000003,0,0.024817
0.826087,0.318584,0.585714,0.157895,0,0,0.002848
0.869565,0.292035,0.585714,0.052632,0,0,0.006916
0.913043,0.292035,0.514286,0.078947,0.000024,0,0.020749
0.956522,0.265487,0.414286,0.052632,0.000101,0,0.04109
1,0.230088,0.357143,0,0,0,0.071603
0,0.221239,0.285714,0.052632,0.000003,0,0.06428
0.043478,0.230088,0.257143,0.105263,0.000263,0,0.06428
0.086957,0.212389,0.285714,0,0,0,0.116355
0.130435,0.212389,0.357143,0,0.000003,0,0.15297
0.173913,0.247788,0.385714,0.052632,0.014351,0,0.287632
0.217391,0.460177,0.471429,0.157895,0.095288,0,0.506103
0.26087,0.566372,0.557143,0.210526,0.153946,0,0.619609
0.304348,0.672566,0.557143,0.368421,0.270282,0,0.738812
0.347826,0.761062,0.557143,0.236842,0.43574,0,0.735557
0.391304,0.80531,0.471429,0.184211,0.501458,0,0.545972
0.434783,0.734513,0.328571,0.605263,0.673854,0,0.5
0.478261,0.787611,0.185714,0.368421,0.608747,0,0.334825
0.521739,0.849558,0.114286,0.421053,0.549753,0,0.417413
0.565217,0.858407,0,0.5,0.496262,0,0.353133
0.608696,0.672566,0.085714,0.684211,0.326311,0,0.24939
0.652174,0.539823,0.214286,0.5,0.070102,0,0.166802
0.695652,0.371681,0.3,0.131579,0.001785,0,0.114727
0.73913,0.300885,0.414286,0.078947,0.000083,0,0.082587
0.782609,0.309735,0.485714,0.289474,0.000003,0,0.03987
0.826087,0.300885,0.557143,0.131579,0.000018,0,0.053702
0.869565,0.265487,0.6,0.157895,0,0,0.02441
0.913043,0.247788,0.557143,0.026316,0,0,0.045972
0.956522,0.230088,0.471429,0.026316,0,0,0.050448
1,0.212389,0.371429,0,0,0,0.07201
0,0.20354,0.314286,0,0,0,0.093979
0.043478,0.185841,0.342857,0,0,0,0.059398
0.086957,0.176991,0.414286,0.026316,0,0,0.084622
0.130435,0.141593,0.514286,0,0,0,0.133035
0.173913,0.176991,0.557143,0.026316,0.015219,0,0.147274
0.217391,0.362832,0.628571,0.263158,0.057905,0,0.373881
0.26087,0.539823,0.757143,0.394737,0.11534,0,0.583808
0.304348,0.637168,0.742857,0.394737,0.279666,0,0.538242
0.347826,0.663717,0.728571,0.368421,0.361463,0,0.60415
0.391304,0.699115,0.614286,0.473684,0.459276,0,0.436534
0.434783,0.743363,0.485714,0.184211,0.40395,0,0.524003
0.478261,0.911504,0.342857,0.289474,0.521938,0,0.445891
0.521739,0.929204,0.257143,0.289474,0.610887,0,0.344182
0.565217,0.831858,0.228571,0.342105,0.311334,0,0.361269
0.608696,0.752212,0.214286,0.315789,0.125244,0,0.28153
0.652174,0.646018,0.271429,0.236842,0.087158,0,0.200163
0.695652,0.522124,0.328571,0.236842,0.004652,0,0.26607
0.73913,0.433628,0.442857,0.210526,0,0,0.115948
0.782609,0.353982,0.514286,0.236842,0,0,0.032954
0.826087,0.292035,0.6,0.236842,0.000018,0,0.039056
0.869565,0.238938,0.6,0.210526,0,0,0.061025
0.913043,0.19469,0.557143,0.131579,0,0,0.092352
0.956522,0.168142,0.442857,0.105263,0,0,0.061025
1,0.106195,0.385714,0.026316,0,0,0.035801
0,0.079646,0.371429,0,0,0,0.026444
0.043478,0.053097,0.414286,0,0,0,0.049227
0.086957,0.035398,0.428571,0,0,0,0.018714
0.130435,0.017699,0.5,0,0,0,0.071603
0.173913,0.088496,0.614286,0,0.014917,0,0.120423
0.217391,0.336283,0.714286,0.131579,0.053351,0,0.318145
0.26087,0.530973,0.785714,0.342105,0.093882,0,0.438568
0.304348,0.637168,0.828571,0.368421,0.249742,0,0.493084
0.347826,0.79646,0.8,0.394737,0.676605,0,0.581774
0.391304,0.80531,0.7,0.552632,0.6925,0,0.408055
0.434783,0.938053,0.528571,0.368421,0.721538,0,0.344589
0.478261,0.946903,0.414286,0.394737,0.785116,0,0.463792
0.521739,0.929204,0.371429,0.5,0.630449,0,0.493084
0.565217,0.920354,0.328571,0.421053,0.590407,0,0.421481
0.608696,0.80531,0.385714,0.157895,0.243262,0,0.353946
0.652174,0.707965,0.414286,0.157895,0.063316,0,0.272986
0.695652,0.60177,0.5,0.078947,0.002626,0,0.296989
0.73913,0.513274,0.571429,0.184211,0,0,0.190806
0.782609,0.415929,0.642857,0.131579,0,0,0.015867
0.826087,0.353982,0.685714,0.184211,0,0,0.013426
0.869565,0.274336,0.642857,0.236842,0,0,0
0.913043,0.230088,0.614286,0.131579,0,0,0.004068
0.956522,0.212389,0.542857,0.236842,0,0,0.010578
1,0.168142,0.428571,0.105263,0,0,0.031733
0,0.141593,0.371429,0.131579,0,0,0.011798
0.043478,0.115044,0.4,0.157895,0,0,0.01546
0.086957,0.079646,0.414286,0,0,0,0.032954
0.130435,0.079646,0.471429,0,0,0,0.069976
0.173913,0.115044,0.571429,0,0.014415,0,0.119609
0.217391,0.371681,0.671429,0.210526,0.050508,0,0.279089
0.26087,0.557522,0.771429,0.315789,0.125733,0,0.496745
0.304348,0.699115,0.828571,0.263158,0.219786,0,0.5476
0.347826,0.778761,0.771429,0.368421,0.680273,0,0.643206
0.391304,0.876106,0.671429,0.342105,0.895462,0,0.502441
0.434783,0.938053,0.514286,0.263158,0.878039,0,0.470708
0.478261,1,0.371429,0.447368,0.808041,0,0.3869
0.521739,0.761062,0.3,0.394737,0.457748,0,0.412937
0.565217,0.716814,0.257143,0.421053,0.439102,0,0.423515
0.608696,0.681416,0.3,0.526316,0.160212,0,0.202197
0.652174,0.610619,0.342857,0.447368,0.115035,0,0.299024
0.695652,0.513274,0.414286,0.421053,0.002941,0,0.346623
0.73913,0.460177,0.528571,0.473684,0.000049,0,0.138324
0.782609,0.40708,0.642857,0.210526,0,0,0.023596
0.826087,0.371681,0.7,0.184211,0.000003,0,0.004882
0.869565,0.345133,0.728571,0.368421,0,0,0.070789
0.913043,0.318584,0.685714,0.210526,0,0,0.091131
0.956522,0.274336,0.557143,0.157895,0,0,0.100488
1,0.238938,0.457143,0.078947,0,0,0.074451
0,0.230088,0.385714,0.026316,0,0,0.04109
0.043478,0.185841,0.385714,0,0,0,0.046786
0.086957,0.212389,0.385714,0.026316,0,0,0.053702
0.130435,0.19469,0.457143,0.026316,0,0,0.059398
0.173913,0.238938,0.557143,0.078947,0.013981,0,0.158666
0.217391,0.433628,0.742857,0.289474,0.056836,0,0.362083
0.26087,0.59292,0.842857,0.236842,0.109533,0,0.495932
0.304348,0.654867,0.885714,0.289474,0.250414,0,0.557771
0.347826,0.831858,0.857143,0.263158,0.740489,0,0.766884
0.391304,0.752212,0.785714,0.236842,0.472725,0,0.655818
0.434783,0.787611,0.657143,0.289474,0.380108,0,0.546379
0.478261,0.734513,0.528571,0.289474,0.32142,0,0.493491
0.521739,0.787611,0.4,0.473684,0.253868,0,0.474369
0.565217,0.734513,0.371429,0.578947,0.171583,0,0.458096
0.608696,0.539823,0.371429,0.210526,0.066892,0,0.377136
0.652174,0.60177,0.4,0.236842,0.083551,0,0.386086
0.695652,0.548673,0.485714,0.184211,0.001659,0,0.288039
0.73913,0.460177,0.685714,0.184211,0.000003,0,0.139544
0.782609,0.380531,0.742857,0.184211,0.000006,0,0.03987
0.826087,0.327434,0.928571,0.236842,0.000018,0,0.027258
0.869565,0.300885,0.928571,0.157895,0,0,0.024003
0.913043,0.274336,0.885714,0.105263,0,0,0.061839
0.956522,0.238938,0.757143,0.105263,0,0,0.056143
1,0.221239,0.685714,0.157895,0,0,0.044752
0,0.176991,0.614286,0,0,0,0.043531
0.043478,0.168142,0.6,0.026316,0,0,0.052075
0.086957,0.132743,0.642857,0,0,0,0.101709
0.130435,0.123894,0.714286,0,0,0,0.111473
0.173913,0.159292,0.757143,0.026316,0.016616,0,0.199756
0.217391,0.380531,0.842857,0.210526,0.068971,0,0.410496
0.26087,0.548673,0.9,0.315789,0.150308,0,0.514646
0.304348,0.59292,0.957143,0.552632,0.262243,0,0.502441
0.347826,0.716814,0.971429,0.552632,0.565648,0,0.721725
0.391304,0.761062,0.885714,0.526316,0.62403,0,0.567941
0.434783,0.761062,0.771429,0.631579,0.647261,0,0.445484
0.478261,0.734513,0.614286,0.552632,0.65582,0,0.425142
0.521739,0.80531,0.514286,0.5,0.687915,0,0.392189
0.565217,0.778761,0.428571,0.526316,0.449495,0,0.397071
0.608696,0.743363,0.385714,0.315789,0.318364,0,0.303906
0.652174,0.646018,0.457143,0.210526,0.095533,0,0.222945
0.695652,0.539823,0.542857,0.263158,0.001968,0,0.207079
0.73913,0.451327,0.614286,0.210526,0.000208,0,0.113914
0.782609,0.380531,0.757143,0.289474,0,0,0.003662
0.826087,0.336283,0.842857,0.263158,0,0,0.02319
0.869565,0.292035,0.885714,0.210526,0,0,0.02319
0.913043,0.247788,0.842857,0.184211,0,0,0.052075
0.956522,0.212389,0.757143,0.184211,0,0,0.048413
1,0.176991,0.657143,0.157895,0,0,0.075264
0,0.132743,0.6,0.078947,0,0,0.08991
0.043478,0.106195,0.6,0.078947,0,0,0.085842
0.086957,0.079646,0.671429,0,0,0,0.121237
0.130435,0.070796,0.685714,0,0,0,0.165989
0.173913,0.132743,0.8,0.131579,0.015916,0,0.227421
0.217391,0.336283,0.871429,0.210526,0.060656,0,0.397478
0.26087,0.522124,0.957143,0.421053,0.098437,0,0.519935
0.304348,0.628319,1,0.605263,0.208202,0,0.447518
0.347826,0.787611,1,0.447368,0.750576,0,0.782343
0.391304,0.849558,0.914286,0.421053,0.911968,0,0.665175
0.434783,0.884956,0.771429,0.552632,0.649706,0,0.519935
0.478261,0.884956,0.642857,0.421053,0.624336,0,0.553702
0.521739,0.964602,0.542857,0.263158,0.497484,0,0.454434
0.565217,0.787611,0.485714,0.447368,0.255672,0,0.449146
0.608696,0.787611,0.485714,0.342105,0.215385,0,0.359235
0.652174,0.663717,0.542857,0.184211,0.035867,0,0.295362
0.695652,0.575221,0.6,0.157895,0.001448,0,0.330757
0.73913,0.495575,0.685714,0.236842,0,0,0.142799
0.782609,0.40708,0.757143,0.131579,0,0,0.035395
0.826087,0.327434,0.857143,0.315789,0,0,0.005289
0.869565,0.256637,0.885714,0.289474,0,0,0.008137
0.913043,0.221239,0.842857,0.210526,0,0,0.038242
0.956522,0.185841,0.771429,0.210526,0,0,0.035395
1,0.141593,0.657143,0.078947,0,0,0.051668
0,0.115044,0.614286,0.157895,0,0,0.063059
0.043478,0.088496,0.628571,0,0,0,0.066314
0.086957,0.070796,0.657143,0.026316,0,0,0.067941
0.130435,0.070796,0.657143,0,0,0,0.098454
0.173913,0.150442,0.7,0.131579,0.015195,0,0.203417
0.217391,0.353982,0.785714,0.236842,0.055857,0,0.35598
0.26087,0.59292,0.857143,0.263158,0.084468,0,0.550041
0.304348,0.699115,0.914286,0.236842,0.20163,0,0.650122
0.347826,0.690265,0.914286,0.263158,0.704421,0,1
0.391304,0.823009,0.842857,0.315789,0.60783,0,0.819772
0.434783,0.769912,0.7,0.447368,0.668046,0,0.520749
0.478261,0.769912,0.528571,0.315789,0.443687,0,0.516273
0.521739,0.743363,0.442857,0.526316,0.267562,0,0.42677
0.565217,0.548673,0.428571,0.578947,0.238677,0,0.422295
0.608696,0.504425,0.442857,0.473684,0.135606,0,0.263629
0.652174,0.371681,0.514286,0.368421,0.04253,0,0.117168
0.695652,0.415929,0.671429,0.421053,0.00208,0,0.104963
0.73913,0.123894,0.7,0.105263,0.000587,0.381579,0.044752
0.782609,0.20354,0.828571,0.131579,0.000614,0,0.006103
0.826087,0.212389,0.928571,0.078947,0.0003,0,0
0.869565,0.19469,1,0.026316,0.000012,0,0.001627
0.913043,0.176991,0.942857,0,0.000089,0,0.001627
0.956522,0.168142,0.871429,0,0.000223,0,0.003255
1,0.141593,0.757143,0,0.000037,0,0
